OBJECTID,REF_ID_COD,UNIQUE_ID,DATA_SOURC,LOC_METHOD,ORIG_ID,SLIDE_NAME,LENGTH_ft,WIDTH_ft,DEPTH_ft,SLOPE,TYPE_MOVE,MOVE_CLASS,CONTR_FACT,TYPE_MTRL,AREA_ft2,VOLUME_ft3,DEEP_SHAL,DAMAGES,LOSSES,COMMENTS,ANNUAL_COST,REPAIR_COST,YEAR,DATE_RANGE,REACTIVATION,MONTH,DAY,x,y
8344,HofmRJ2000,LS_9454,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6368,9606-336-04,330,40,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13778276.7862511,5475662.15080576
8345,HofmRJ2000,LS_9455,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6369,9605-037-01,120,58,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13783111.411568,5475564.66755178
8347,HofmRJ2000,LS_9457,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6376,9606-274-07,870,68.0938,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13801469.8839772,5473973.85262641
8348,HofmRJ2000,LS_9458,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6377,9606-274-04,1200,55.539,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13801092.3211486,5473884.19197139
8349,HofmRJ2000,LS_9459,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6380,9606-274-03,200,39.204,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13803252.9170254,5473914.88583877
8350,HofmRJ2000,LS_9460,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6381,9606-274-08,230,47.3478,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13801396.2816669,5473845.91100717
8351,HofmRJ2000,LS_9461,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6382,9606-274-06,350,49.7829,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13800908.851024,5473807.9463885
8352,HofmRJ2000,LS_9462,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6386,9605-221-01,250,40.0752,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13794277.6006094,5473758.64480623
8353,HofmRJ2000,LS_9463,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6387,9606-274-05,150,34.848,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13801196.6320269,5473675.63928583
8354,HofmRJ2000,LS_9464,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6391,9605-221-02,160,40.8375,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13798232.8023249,5472921.9141839
8355,HofmRJ2000,LS_9465,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6392,9605-035-03,280,54,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13782713.4483824,5472955.15911006
8356,HofmRJ2000,LS_9466,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6395,9605-103-02,270,74,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13785614.1167448,5472680.76352108
8358,HofmRJ2000,LS_9468,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6399,9605-035-04,920,34,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13780783.7643772,5472232.88394704
8359,HofmRJ2000,LS_9469,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6400,9605-035-05,280,23,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13780844.9430856,5472277.39370505
8360,HofmRJ2000,LS_9470,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6401,9605-103-16,1470,56,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13787690.2726127,5471868.92384897
8361,HofmRJ2000,LS_9471,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6402,9603-035-03,1060,59,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13780263.9668315,5472083.99814236
8362,HofmRJ2000,LS_9472,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6403,9605-103-06,440,48,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13787790.2593482,5472014.05380558
8363,HofmRJ2000,LS_9473,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6404,9603-035-01,280,56,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13780491.2282087,5471970.85344466
8364,HofmRJ2000,LS_9474,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6405,9605-035-06,240,51,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13780758.0945185,5471994.25522918
8365,HofmRJ2000,LS_9475,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6406,9603-035-02,240,56,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13780295.4329621,5471891.83819757
8366,HofmRJ2000,LS_9476,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6407,9605-035-01,1260,53,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13782192.436887,5471698.12299937
8367,HofmRJ2000,LS_9477,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6408,9606-338-08,1070,47,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13779827.8125106,5471506.54912195
8368,HofmRJ2000,LS_9478,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6410,9606-274-02,230,37.8783,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13803368.264042,5471336.9835519
8369,HofmRJ2000,LS_9479,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6411,9605-103-05,170,54,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13787103.7870495,5471429.26902104
8370,HofmRJ2000,LS_9480,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6412,9605-103-04,740,107,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13787121.8580083,5471299.4325563
8371,HofmRJ2000,LS_9481,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6413,9605-103-17,220,53,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13786990.5525009,5471341.3216955
8372,HofmRJ2000,LS_9482,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6414,9605-156-03,1200,60.258,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13791633.8049618,5471081.49944592
8373,HofmRJ2000,LS_9483,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6415,9605-103-08,220,40,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13785982.1010217,5471214.13975633
8374,HofmRJ2000,LS_9484,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6416,9605-035-02,1890,56,0,0,,,,,0,0,,,,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0,1996,,,02,,-13781172.9915431,5470919.90323277
8375,HofmRJ2000,LS_9485,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6417,9605-103-14,160,52,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13789709.4771003,5471001.29888362
8376,HofmRJ2000,LS_9486,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6418,9605-154-08,430,49.6381,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13790189.2665894,5470927.33584847
8377,HofmRJ2000,LS_9487,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6419,9605-103-13,150,46,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13789665.9626469,5470971.37327175
8378,HofmRJ2000,LS_9488,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6420,9605-103-12,170,49,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13789624.9317067,5470938.26153299
8379,HofmRJ2000,LS_9489,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6421,9605-103-11,100,57,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13789579.5381914,5470893.97215929
8380,HofmRJ2000,LS_9490,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6422,9603-159-04,360,73,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13807339.9176962,5470394.79189582
8381,HofmRJ2000,LS_9491,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6423,9605-035-07,270,55,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13781287.6767501,5470683.52026441
8382,HofmRJ2000,LS_9492,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6424,9605-103-10,150,78,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13789298.8044424,5470560.02513523
8383,HofmRJ2000,LS_9493,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6425,9605-103-09,260,70,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13789244.935102,5470503.11884321
8384,HofmRJ2000,LS_9494,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6426,9606-274-01,230,39.7722,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13803497.7490167,5470263.96762825
8385,HofmRJ2000,LS_9495,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6429,9605-103-15,310,42,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13788860.183753,5470221.1747593
8386,HofmRJ2000,LS_9496,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6431,9605-156-10,900,69.696,0,0,,,,,0,0,,,,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0,1996,,,02,,-13792103.0376429,5469984.99097864
8387,HofmRJ2000,LS_9497,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6432,9606-272-10,360,30.25,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13799760.4443241,5469648.50103929
8388,HofmRJ2000,LS_9498,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6433,9605-223-03,550,40.392,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13796807.4688055,5469598.63064123
8389,HofmRJ2000,LS_9499,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6434,9605-223-02,440,41.58,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13796772.4157808,5469456.53023659
8390,HofmRJ2000,LS_9500,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6435,9605-156-01,320,62.6175,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13792851.7840232,5469450.61872108
8391,HofmRJ2000,LS_9501,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6436,9605-223-01,570,44.3242,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13796768.5391015,5469356.31902015
8392,HofmRJ2000,LS_9502,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6438,9605-156-02,160,46.2825,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13792950.225909,5469334.86234488
8393,HofmRJ2000,LS_9503,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6441,9605-154-07,180,45.98,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13791026.8017177,5469257.65491462
8394,HofmRJ2000,LS_9504,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6442,9605-105-05,400,51,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13786140.8294126,5469294.6808702
8395,HofmRJ2000,LS_9505,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6443,9605-105-01,1020,97,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13787235.661477,5469182.31211932
8396,HofmRJ2000,LS_9506,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6444,9606-272-11,340,52.5282,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13800166.5025379,5469042.50620149
8397,HofmRJ2000,LS_9507,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6445,9605-105-07,2800,41,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13786624.5025014,5468605.25279115
8398,HofmRJ2000,LS_9508,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6446,9605-105-06,410,51,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13786077.6914785,5468921.64865523
8399,HofmRJ2000,LS_9509,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6448,9605-033-11,1660,75,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13782757.0566683,5468683.21953648
8400,HofmRJ2000,LS_9510,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6452,9606-272-02,210,39.4114,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13801142.8982832,5468623.57168985
8401,HofmRJ2000,LS_9511,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6453,9606-272-01,200,45.738,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13801084.7717096,5468577.92099231
8402,HofmRJ2000,LS_9512,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6454,9603-035-06,90,44,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13780998.0498243,5468809.83095479
8403,HofmRJ2000,LS_9513,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6460,9605-105-08,460,60,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13786787.7212637,5468149.34909202
8404,HofmRJ2000,LS_9514,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6461,9605-033-23,2180,62,0,0,,,,,0,0,,,,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0,1996,,,02,,-13783433.1642221,5467900.69494771
8405,HofmRJ2000,LS_9515,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6462,9605-033-01,2090,47,0,0,,,,,0,0,,,,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0,1996,,,02,,-13780748.1184054,5467979.7353285
8407,HofmRJ2000,LS_9517,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6468,9605-033-10,160,46,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13782546.4153182,5467854.35751724
8408,HofmRJ2000,LS_9518,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6472,9605-033-48,120,47,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13783212.227338,5467754.59461065
8409,HofmRJ2000,LS_9519,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6474,9605-154-04,1400,58.806,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13793055.0668635,5467359.92616181
8411,HofmRJ2000,LS_9521,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6477,9605-033-26,180,56,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13783844.3234646,5467610.67674006
8412,HofmRJ2000,LS_9522,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6479,9603-159-01,290,48,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13808210.5499726,5467274.14436259
8414,HofmRJ2000,LS_9524,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6482,9603-159-02,1050,56,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13808330.2870614,5467069.70715613
8415,HofmRJ2000,LS_9525,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6484,9603-159-03,310,48,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13808552.0008677,5467198.5049403
8416,HofmRJ2000,LS_9526,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6485,9605-154-06,1820,43.7993,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13792030.2887719,5467130.82202564
8417,HofmRJ2000,LS_9527,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6486,9605-033-06,630,23,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13781443.2872582,5467369.2512236
8418,HofmRJ2000,LS_9528,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6489,9605-033-07,510,19,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13781952.6580978,5467253.68893476
8419,HofmRJ2000,LS_9529,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6492,9605-033-02,4140,62,0,0,,,Road Related,,0,0,,,,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0,1996,,,02,,-13781376.8979636,5467079.01022628
8420,HofmRJ2000,LS_9530,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6493,9605-105-09,300,51,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13786558.2817983,5467154.23007752
8421,HofmRJ2000,LS_9531,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6495,9605-033-08,520,26,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13782247.8572144,5467105.32169151
8422,HofmRJ2000,LS_9532,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6496,9605-105-12,1010,38,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13787453.5939317,5467006.60886769
8423,HofmRJ2000,LS_9533,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6497,9605-105-04,260,54,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13785585.9798754,5467043.22259945
8424,HofmRJ2000,LS_9534,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6498,9605-154-05,80,59.895,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13792141.5464027,5466992.8262863
8425,HofmRJ2000,LS_9535,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6500,9605-033-14,1660,46,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13783075.1440835,5467002.8795238
8426,HofmRJ2000,LS_9536,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6502,9605-033-47,1670,32,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13781513.4995525,5466845.83631949
8427,HofmRJ2000,LS_9537,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6503,9605-033-18,160,41,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13783974.170649,5466978.27579825
8428,HofmRJ2000,LS_9538,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6504,9605-033-17,2040,50,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13783761.2699383,5466647.11673016
8429,HofmRJ2000,LS_9539,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6505,9605-033-13,430,21,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13782954.3073524,5466862.619423
8431,HofmRJ2000,LS_9541,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6507,9605-033-12,200,48,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13782869.7434825,5466698.71773842
8432,HofmRJ2000,LS_9542,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6508,9605-105-02,710,52,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784613.6535397,5466536.04250108
8433,HofmRJ2000,LS_9543,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6509,9603-033-20,580,54,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13784194.8079151,5466537.60955836
8434,HofmRJ2000,LS_9544,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6510,9605-105-11,330,50,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13787618.9545304,5466556.40123451
8435,HofmRJ2000,LS_9545,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6511,9605-105-13,860,98,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13788416.917895,5466411.6191925
8436,HofmRJ2000,LS_9546,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6512,9605-105-10,230,59,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13787542.1675825,5466540.42425147
8437,HofmRJ2000,LS_9547,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6513,9605-033-21,140,59,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13785020.0397678,5466561.51052284
8438,HofmRJ2000,LS_9548,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6514,9605-105-03,550,50,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784436.6967509,5466464.11210346
8439,HofmRJ2000,LS_9549,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6515,9605-033-19,180,44,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13783973.4138582,5466550.24471787
8440,HofmRJ2000,LS_9550,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6516,9605-105-14,170,74,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13788752.486626,5466436.11106161
8441,HofmRJ2000,LS_9551,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6517,9605-033-05,310,53,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13781706.3978355,5466442.73866143
8442,HofmRJ2000,LS_9552,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6518,9605-033-16,1300,54,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13784022.9398213,5466205.07588778
8443,HofmRJ2000,LS_9553,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6519,9606-272-06,260,72.0415,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13802880.3500571,5466032.34517063
8444,HofmRJ2000,LS_9554,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6520,9606-272-07,140,59.1171,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13802575.9576029,5466009.13863073
8445,HofmRJ2000,LS_9555,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6521,9605-105-18,2310,68,0,0,,,,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13785437.5167139,5465746.98938325
8446,HofmRJ2000,LS_9556,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6522,9605-033-22,180,48,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13784617.5876282,5466141.16644815
8447,HofmRJ2000,LS_9557,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6523,9606-272-05,520,64.5023,0,0,,,Road Related,,0,0,,,,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0,1996,,,02,,-13802606.7221817,5465883.88610842
8448,HofmRJ2000,LS_9558,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6524,9605-225-04,300,40.656,0,0,,,,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13794690.8004511,5465823.98966417
8449,HofmRJ2000,LS_9559,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6525,9606-272-09,90,48.4,0,0,,,Road Related,,0,0,,,,Slide did not reach second order stream channel.,0,0,1996,,,02,,-13802330.2334243,5465709.40052476
